,ID,Rejected,Gender,Car,Realty,Work Phone,Phone,Email,# of Children,Annual Income,Age,Years Employed,Family Size,Income Category,Occupation,Education,Marital Status,Residency
41963,5137203,1,1,0,0,1,0,0,0.0,low,lowest,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,With parents
41964,5137204,0,1,0,0,1,0,0,0.0,low,lowest,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,With parents
41965,5137206,1,1,0,0,1,0,0,0.0,low,lowest,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,With parents
41966,5137207,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41967,5137208,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41968,5137209,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41969,5137210,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41970,5137211,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41971,5137213,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41972,5137214,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41973,5137215,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41974,5137217,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41975,5137218,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41976,5137219,0,1,1,0,1,0,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41978,5137223,0,0,0,0,1,1,1,0.0,medium,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41979,5137225,0,0,0,0,1,1,1,0.0,medium,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41980,5137226,0,0,0,0,1,1,1,0.0,medium,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41981,5137227,0,0,0,0,1,1,1,0.0,medium,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41982,5137228,1,0,0,0,1,1,1,0.0,medium,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41983,5137229,0,1,1,0,1,0,0,0.0,medium,low,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
41984,5137231,0,1,1,0,1,0,0,0.0,medium,low,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
41985,5137232,0,1,1,0,1,0,0,0.0,medium,low,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
41986,5137233,0,1,1,0,1,0,0,0.0,medium,low,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
41987,5137234,0,1,1,0,1,0,0,0.0,medium,low,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
41988,5137235,0,1,1,0,1,0,0,0.0,medium,low,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
41989,5137236,0,0,0,0,0,0,0,1.0,high,lowest,lowest,3.0,Working,Office,Higher education,Married,House / apartment
41990,5137240,0,0,0,0,1,1,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41991,5137241,1,0,0,0,1,1,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41992,5137245,0,0,0,0,1,1,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41993,5137246,0,0,0,0,1,1,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41994,5137247,1,0,0,0,1,1,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41995,5137248,0,0,0,0,1,1,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41996,5137249,0,1,1,0,0,0,0,0.0,low,high,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41997,5137250,0,1,1,0,0,0,0,0.0,low,high,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41998,5137251,0,1,1,0,0,0,0,0.0,low,high,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41999,5137252,0,1,1,0,0,0,0,0.0,low,high,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
42000,5137253,0,1,1,0,0,0,0,0.0,low,high,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
42001,5137254,0,1,1,0,0,0,0,0.0,low,high,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
42002,5137255,0,1,1,0,0,0,0,0.0,low,high,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
42003,5137256,0,1,1,0,1,0,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,House / apartment
42004,5137257,0,1,1,0,1,0,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,House / apartment
42005,5137258,0,1,1,0,1,0,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,House / apartment
42006,5137259,0,1,1,0,1,0,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,House / apartment
42007,5137260,0,1,1,0,1,0,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,House / apartment
42008,5137261,0,1,1,0,1,0,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,House / apartment
42009,5137262,0,1,1,0,1,0,0,0.0,medium,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,House / apartment
42012,5137269,0,0,0,0,1,0,0,0.0,low,medium,low,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
42013,5137270,0,0,0,0,1,0,0,0.0,low,medium,low,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
42014,5137272,0,1,1,0,1,0,0,1.0,high,low,low,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42015,5137275,0,1,1,0,1,0,0,1.0,high,low,low,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42016,5137277,0,1,1,0,1,0,0,1.0,high,low,low,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42017,5137278,0,1,1,0,1,0,0,1.0,high,low,low,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42019,5137280,0,0,0,0,0,1,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
42020,5137281,0,0,0,0,0,1,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
42021,5137284,0,0,0,0,0,1,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
42022,5137285,0,0,0,0,0,1,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
42023,5137286,0,0,0,0,0,1,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
42024,5137287,0,0,0,0,0,1,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
42025,5137288,0,0,0,0,0,1,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
42026,5137289,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42027,5137290,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42028,5137292,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42029,5137293,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42030,5137294,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42031,5137296,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42032,5137297,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42033,5137298,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42034,5137299,0,1,1,0,1,1,0,1.0,high,medium,medium,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
42035,5137300,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42036,5137301,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42037,5137302,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42038,5137303,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42039,5137305,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42040,5137306,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42041,5137309,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42042,5137310,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42043,5137311,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42044,5137312,0,1,1,0,0,1,0,2.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Separated,Office apartment
42045,5137313,0,0,0,0,1,0,0,1.0,low,lowest,lowest,3.0,State servant,High Tech,Higher education,Married,House / apartment
42046,5137314,0,0,0,0,1,0,0,1.0,low,lowest,lowest,3.0,State servant,High Tech,Higher education,Married,House / apartment
42047,5137315,0,0,0,0,1,0,0,1.0,low,lowest,lowest,3.0,State servant,High Tech,Higher education,Married,House / apartment
42048,5137316,0,0,0,0,1,0,0,1.0,low,lowest,lowest,3.0,State servant,High Tech,Higher education,Married,House / apartment
42049,5137317,0,0,0,0,1,0,0,1.0,low,lowest,lowest,3.0,State servant,High Tech,Higher education,Married,House / apartment
42050,5137318,0,0,0,0,1,0,0,0.0,low,low,lowest,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
42051,5137319,0,0,0,0,1,0,0,0.0,low,low,lowest,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
42052,5137320,0,0,0,0,1,0,0,0.0,low,low,lowest,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
42059,5137328,0,0,0,0,1,1,0,1.0,medium,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
42060,5137329,0,0,0,0,1,1,0,1.0,medium,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
42061,5137330,0,0,0,0,1,1,0,1.0,medium,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
42062,5137331,0,0,0,0,1,1,0,1.0,medium,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
42063,5137332,0,0,0,0,1,1,0,1.0,medium,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
42064,5137333,0,0,0,0,1,1,0,1.0,medium,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
42065,5137334,0,0,0,0,1,1,0,1.0,medium,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
42066,5137339,0,1,0,0,0,0,0,0.0,high,lowest,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
42067,5137342,0,1,1,0,0,1,0,0.0,high,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,Rented apartment
42069,5137348,0,1,1,0,1,0,0,0.0,low,medium,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42070,5137349,0,1,1,0,1,0,0,0.0,low,medium,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42071,5137353,0,1,1,0,1,1,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42072,5137354,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42073,5137355,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42074,5137357,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42075,5137358,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42076,5137359,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42077,5137361,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42078,5137362,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42079,5137363,0,1,1,0,1,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42080,5137365,0,1,1,0,0,1,0,0.0,high,medium,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42081,5137366,0,1,1,0,0,1,0,0.0,high,medium,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42082,5137367,0,1,1,0,0,1,0,0.0,high,medium,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
42083,5137368,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42084,5137373,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42085,5137374,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42086,5137375,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42087,5137376,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42088,5137377,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42089,5137378,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42090,5137379,0,1,1,0,1,0,0,1.0,medium,low,lowest,3.0,Working,Labor,Incomplete higher,Married,House / apartment
42097,5137388,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42098,5137389,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42099,5137390,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42100,5137391,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42101,5137392,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42102,5137393,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42103,5137394,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42104,5137395,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42105,5137396,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42106,5137397,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42107,5137398,0,1,0,0,1,0,0,1.0,medium,lowest,lowest,3.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
42108,5137399,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42109,5137401,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42110,5137402,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42111,5137403,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42112,5137404,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42113,5137405,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42114,5137406,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42115,5137407,0,0,0,0,0,0,0,0.0,medium,medium,lowest,1.0,Working,Office,Higher education,Separated,House / apartment
42116,5137408,0,0,1,0,1,1,0,0.0,high,high,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
